user_name,cap-english,cap-universal,astroturf,fake_follower,financial,other,overall,self_declared,spammer
@nxL52ePNB0nb2pU,0.8240917140475522,0.8035432096295109,0.5,2.0,0.2,4.1,4.1,0.4,1.3
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@xvi611,0.8076035454448582,0.43650814830094437,0.3,1.0,0.1,3.9,3.9,0.4,0.2
@ukashyap1,0.796599114745521,0.5982419966968565,0.6,0.9,0.4,3.2,3.2,0.0,0.2
@Dubai,0.6915799517497913,0.792436790569533,0.4,0.8,0.0,2.0,1.0,0.0,0.1
@Mohamed60530352,0.8912318555080615,0.7897432630001835,0.2,1.9,0.6,4.6,4.6,1.7,0.8
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@NasrtullahWisal,0.7967206940193189,0.7897432630001835,1.3,2.0,0.0,3.3,3.3,0.7,0.6
@MardomPesare,0.9307543294922915,0.8169336709169681,1.1,2.9,0.4,4.9,4.9,0.5,0.8
@bibilibo,0.8595061719862279,0.799570188835745,2.6,2.6,0.2,4.4,4.4,0.6,0.3
@Jayney_M,0.6004883262510591,0.7966241294741505,1.2,1.8,0.0,2.7,0.8,1.7,0.1
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@MSherif9810,0.6004883262510591,0.28846389695411967,0.2,0.4,0.0,2.9,0.8,0.0,0.2
@salemms_,0.3342309004634953,0.40673978557586005,0.0,0.3,0.1,0.1,0.2,0.0,0.2
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@M__itha,0.22631829961109876,0.4658392474232361,0.2,0.2,0.0,0.1,0.0,0.0,0.0
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@A1aaL3,0.7287106185584935,0.31739450135566455,0.2,0.6,0.1,3.6,1.2,0.0,0.4
@M_UsamaUsufzaE,0.7668769621923945,0.7674214324358889,0.4,1.5,0.0,3.2,1.4,0.2,0.2
@kabugiken,0.2787259978325127,0.23332432370635456,0.8,0.2,0.0,1.0,0.2,0.0,0.0
@fdb24,0.8287549877594508,0.6945161422354588,0.4,1.4,0.0,4.2,4.2,0.3,0.4
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@kija_mazeni,0.8595061719862279,0.8082278383974655,1.0,2.5,0.1,4.4,4.4,0.2,0.8
@AtifTTS,0.7826357858330618,0.7437205366967014,0.4,0.9,0.0,2.8,1.6,2.6,0.5
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@davodrad1,0.8748575042966269,0.8474634546636374,0.6,4.2,0.8,4.6,4.6,3.2,2.0
@MrTech02,0.7967206940193189,0.49449072748283696,1.0,1.0,0.1,3.3,3.3,0.2,0.1
@NasrtullahWisal,0.7967206940193189,0.7897432630001835,1.3,2.0,0.0,3.3,3.3,0.7,0.6
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@Menhhali,0.659646495284545,0.43650814830094437,0.1,0.4,0.4,2.2,0.9,0.0,0.1
@Rashid_Alkuwari,0.8100783815308749,0.5222398722127631,1.2,0.6,0.1,4.0,4.0,0.2,0.0
@Mahsai74,0.8240917140475522,0.8057684213303521,1.1,2.7,0.0,4.1,4.1,1.0,1.1
@zanjmoreh,0.8339181685112829,0.8052216892873937,0.3,1.6,0.0,4.2,4.2,0.8,0.6
@shahpourii,0.7892294694438972,0.7089830786080018,0.2,1.3,0.0,2.7,1.8,0.2,0.4
@newbieee20,0.7546218700467833,0.7733457112766196,0.5,1.4,0.4,2.3,1.3,0.2,0.5
@fdb24,0.8287549877594508,0.6945161422354588,0.4,1.4,0.0,4.2,4.2,0.3,0.4
@wassaj_,0.5288664776112156,0.49449072748283696,0.1,0.4,0.0,1.3,0.6,0.0,0.0
@j__shj,0.7965971518887632,0.5222398722127631,0.2,1.6,0.5,3.2,3.2,0.2,0.4
@psrx,0.795728227940139,0.8006881983123656,1.8,1.6,0.1,2.7,2.1,0.2,0.5
@aventus_qp,0.8021481695167405,0.7865642668428161,0.2,2.4,0.3,3.8,3.8,1.4,1.3
@gayakhit,0.7983123643488195,0.8372129323854712,0.0,1.3,0.3,3.6,3.6,2.3,0.7
@mkhaledi91,0.5027122940873614,0.6207049850511144,0.2,0.1,0.0,2.7,0.6,0.0,0.0
@Mahsai74,0.8240917140475522,0.8057684213303521,1.1,2.7,0.0,4.1,4.1,1.0,1.1
@seyedmohamad_dn,0.8524047631581662,0.8102129289660348,2.4,3.2,0.3,4.4,4.4,3.8,0.8
@MJalkaabi,0.7717813288270262,0.5488888157824968,1.0,0.6,0.0,2.7,1.4,0.2,0.2
@l9ivr,0.793087009461318,0.7733457112766196,0.9,2.2,0.6,2.8,1.9,0.2,1.0
@sidhu_sialkoti,0.7939576449836836,0.6784864269642225,0.8,0.9,0.0,2.8,2.0,0.2,0.2
@Aaaazaaam,0.7920317685697057,0.5742686032713971,0.2,0.8,0.1,3.0,1.8,0.8,0.4
@l9ivr,0.793087009461318,0.7733457112766196,0.9,2.2,0.6,2.8,1.9,0.2,1.0
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@j__shj,0.7965971518887632,0.5222398722127631,0.2,1.6,0.5,3.2,3.2,0.2,0.4
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@lf9595,0.796622208632847,0.7089830786080018,0.2,1.5,0.0,3.1,3.1,0.2,0.4
@g_d_dave,0.7384783166429812,0.7982287282125168,2.2,1.6,0.3,1.6,1.2,0.0,0.2
@newbieee20,0.7546218700467833,0.7733457112766196,0.5,1.4,0.4,2.3,1.3,0.2,0.5
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@rania_uae,0.8240917140475522,0.7828265255249504,2.0,2.2,0.1,4.1,4.1,1.0,0.1
@g_d_dave,0.7384783166429812,0.7982287282125168,2.2,1.6,0.3,1.6,1.2,0.0,0.2
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@brunogk1_,0.779581525363529,0.7089830786080018,0.4,1.0,0.4,2.6,1.6,0.0,0.4
@HamedAlBalushi_,0.7998362042473794,0.8055586579935085,0.3,2.2,0.0,3.6,3.6,1.6,0.6
@QatarExpat2021,0.8395863545645614,0.8808312676897403,0.0,4.2,0.2,4.3,4.3,3.8,2.2
@ll_67ll,0.8199148539199458,0.859576255252869,0.2,2.0,0.6,4.1,4.1,2.6,1.5
@NasrtullahWisal,0.7967206940193189,0.7897432630001835,1.3,2.0,0.0,3.3,3.3,0.7,0.6
@TheRespectable_,0.797782173166965,0.5488888157824968,0.6,0.8,0.2,3.5,3.5,0.2,0.3
@AbAlhaj1,0.8287549877594508,0.792436790569533,0.7,2.3,0.4,4.2,4.2,0.4,1.2
@NasrtullahWisal,0.7967206940193189,0.7897432630001835,1.3,2.0,0.0,3.3,3.3,0.7,0.6
@lalehm123,0.8036706514015852,0.8023863559365568,2.3,1.8,0.0,3.8,3.8,1.3,0.2
@metalheads_ir,0.7967206940193189,0.7674214324358889,0.4,1.7,0.1,3.3,3.3,1.0,1.2
@mrezagh6,0.8595061719862279,0.8082278383974655,2.8,3.4,0.1,4.4,4.4,0.3,0.3
@Kevinds0uza,0.36264564124632276,0.7828265255249504,0.5,0.3,0.0,1.0,0.3,0.0,0.2
@OlaEmdin,0.2787259978325127,0.49449072748283696,0.4,0.2,0.0,0.2,0.2,0.0,0.0
@metalheads_ir,0.7967206940193189,0.7674214324358889,0.4,1.7,0.1,3.3,3.3,1.0,1.2
@MiladPourivahab,0.816204310368583,0.8091273704655436,1.0,2.5,0.2,4.1,4.1,2.8,0.8
@MOHAMMED77X7,0.8595061719862279,0.8052216892873937,0.9,2.6,0.0,4.4,4.4,1.2,1.0
@khlooff7774_,0.8670116134145492,0.4658392474232361,0.2,0.6,0.0,4.5,4.5,0.0,0.0
@a_alyammahi,0.8339181685112829,0.5488888157824968,0.1,1.2,0.0,4.2,4.2,0.2,0.2
@MOHAMMED77X7,0.8595061719862279,0.8052216892873937,0.9,2.6,0.0,4.4,4.4,1.2,1.0
@m1982valizadeh,0.816204310368583,0.7733457112766196,0.4,2.0,0.0,4.1,4.1,2.0,0.4
@_MYNON,0.6763619064808265,0.6608500314332488,0.0,1.2,0.1,1.8,1.0,0.0,0.6
@MiladPourivahab,0.816204310368583,0.8091273704655436,1.0,2.5,0.2,4.1,4.1,2.8,0.8
@SefrBi,0.8339181685112829,0.8169336709169681,0.9,2.7,0.1,4.2,4.2,0.8,1.0
@dargahan,0.923535423667034,0.9270685798190942,0.2,3.5,0.8,4.8,4.8,4.6,2.9
@MdAftab80604761,0.8912318555080615,0.8169336709169681,0.2,3.3,0.4,4.6,4.6,4.1,3.2
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@l8wiir,0.8339181685112829,0.8372129323854712,0.0,3.4,1.0,4.2,4.2,1.0,3.4
@Delara_rm,0.797782173166965,0.6608500314332488,0.2,1.6,0.0,3.5,3.5,0.8,0.4
@zuxzadivina_,0.7053377817049258,0.7897432630001835,0.8,0.4,1.4,3.4,1.0,0.0,0.2
@SahinVaaz,0.8240917140475522,0.8053088638387352,0.4,2.1,0.5,4.1,4.1,1.9,1.0
@Babar_1986,0.7964100716330078,0.8050029368890766,1.2,1.8,0.2,2.8,2.2,0.1,1.0
@asikmohamed,0.5539725719744064,0.7674214324358889,0.9,1.5,0.2,1.0,0.6,0.0,0.2
@3looyRak,0.8008799175144752,0.31739450135566455,0.2,1.2,0.5,3.7,3.7,0.2,0.5
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@mofleh_zivari,0.8339181685112829,0.8054092120440788,0.8,2.8,0.3,4.2,4.2,3.1,1.3
@psrx,0.795728227940139,0.8006881983123656,1.8,1.6,0.1,2.7,2.1,0.2,0.5
@rania_uae,0.8240917140475522,0.7828265255249504,2.0,2.2,0.1,4.1,4.1,1.0,0.1
@EkLovya_kaushik,0.621687023966582,0.43650814830094437,1.2,0.5,0.0,2.3,0.8,0.0,0.2
@bastaki1976,0.7968624754031172,0.5222398722127631,0.6,1.0,0.0,3.4,3.4,1.0,0.2
@vinothanaaseeli,0.6763619064808265,0.6207049850511144,0.6,0.2,0.0,2.9,1.0,0.1,0.2
@sultan1717,0.8339181685112829,0.3469210182245441,0.1,1.6,0.4,4.2,4.2,0.0,0.4
@HRugenge,0.7907586934369296,0.8023863559365568,0.6,1.4,0.0,2.2,1.8,0.0,0.6
@ayza_maj,0.7176911080698488,0.7219510972984345,0.1,1.4,0.2,1.3,1.1,0.2,0.6
@shxama7,0.7826357858330618,0.5982419966968565,0.4,1.1,0.2,3.1,1.6,1.0,0.2
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@Jayney_M,0.6004883262510591,0.7966241294741505,1.2,1.8,0.0,2.7,0.8,1.7,0.1
@Delara_rm,0.797782173166965,0.6608500314332488,0.2,1.6,0.0,3.5,3.5,0.8,0.4
@BIG_HASS,0.2787259978325127,0.5982419966968565,0.8,0.2,0.0,0.7,0.2,0.0,0.0
@gambergefc,0.3912159239072283,0.23332432370635456,0.0,0.0,0.0,1.4,0.4,0.0,0.0
@_manalii1,0.36264564124632276,0.31739450135566455,0.0,0.3,0.0,1.0,0.3,0.0,0.0
@HRugenge,0.7907586934369296,0.8023863559365568,0.6,1.4,0.0,2.2,1.8,0.0,0.6
@warm7earted,0.8021481695167405,0.7947108099739177,0.8,1.4,0.1,3.8,3.8,0.2,0.1
@asax_007,0.9158377984126878,0.8372129323854712,0.0,4.8,1.3,4.6,4.8,3.8,3.0
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@Migi1915,0.7668769621923945,0.6608500314332488,1.0,1.4,0.0,2.4,1.4,0.0,0.0
@VIJAYSI24307581,0.7611878625273879,0.5742686032713971,0.2,1.1,0.2,3.3,1.4,0.0,0.2
@bushaqer4,0.7966668301280437,0.7733457112766196,0.0,1.9,0.2,3.0,3.0,0.6,0.8
@HamadaAloraifan,0.797075908158591,0.49449072748283696,0.2,0.6,0.3,3.4,3.4,0.0,0.1
@mojtabach,0.7826357858330618,0.31739450135566455,0.2,0.6,0.2,3.4,1.6,0.6,0.0
@Gmeddie1,0.6004883262510591,0.5982419966968565,0.4,0.7,0.4,2.0,0.8,0.2,0.3
@MaryamS3_,0.4479465575931997,0.28846389695411967,0.1,0.4,0.4,1.5,0.4,0.0,0.1
@skymierr,0.7470839770895665,0.7982287282125168,0.8,2.2,0.2,1.8,1.2,0.0,0.6
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@Rashid_Alkuwari,0.8036706514015852,0.5222398722127631,1.2,0.6,0.1,3.8,3.8,0.2,0.0
@YaserHaghi,0.7946723107742963,0.8035432096295109,1.2,2.2,0.0,2.8,2.0,1.0,1.6
@abedakbari,0.8199148539199458,0.7947108099739177,0.8,1.3,0.0,4.1,4.1,2.6,0.6
@ba6ny,0.8240917140475522,0.49449072748283696,0.4,1.8,0.4,4.1,4.1,0.6,0.4
@RanaaliJaved2,0.8100783815308749,0.8148417533461276,0.4,2.9,0.4,4.0,4.0,0.2,0.6
@Sive_LZ,0.6004883262510591,0.4658392474232361,0.2,0.8,0.0,1.3,0.8,0.2,0.1
@_AlliaaSK,0.8829632678129363,0.7527121552274618,0.2,1.4,0.4,4.6,4.6,0.5,0.5
@AmnaHS_,0.659646495284545,0.43650814830094437,0.1,0.6,0.1,1.4,0.9,0.0,0.6
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@x_sua,0.7826357858330618,0.7784494983408411,0.6,2.6,0.0,3.2,1.6,0.4,0.6
@BIG_HASS,0.2787259978325127,0.5982419966968565,0.8,0.2,0.0,0.7,0.2,0.0,0.0
@khaleghvey,0.797075908158591,0.6207049850511144,0.3,1.4,0.0,3.4,3.4,0.8,0.2
@teusfaria2,0.7717813288270262,0.7674214324358889,0.2,0.9,0.2,2.6,1.4,0.3,0.4
@mhmamun34gmail1,0.8076035454448582,0.82211302959919,0.4,2.3,0.2,3.9,3.9,3.2,0.4
@psrx,0.795728227940139,0.8006881983123656,1.8,1.6,0.1,2.7,2.1,0.2,0.5
@AbdulMa50443863,0.7920317685697057,0.792436790569533,1.8,2.2,0.0,3.2,1.8,0.8,0.7
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@ahmed_elazaiza,0.797075908158591,0.7733457112766196,0.6,1.8,0.2,3.4,3.4,0.2,1.2
@MOHAMED92174188,0.8076035454448582,0.7334998320027682,0.6,1.6,0.1,3.9,3.9,0.4,0.3
@Bilal__Ali2,0.8054784364249085,0.8102129289660348,0.8,2.5,0.0,3.8,3.8,2.2,0.2
@Mohamed80972165,0.8748575042966269,0.7334998320027682,0.6,1.8,0.6,4.6,4.6,0.8,0.5
@bastaki1976,0.7968624754031172,0.5222398722127631,0.6,1.0,0.0,3.4,3.4,1.0,0.2
@MdZubai88439672,0.7892294694438972,0.40673978557586005,0.2,1.0,0.5,2.8,1.8,0.2,0.6
@yaqoobalattar,0.8199148539199458,0.43650814830094437,0.2,1.0,0.0,4.1,4.1,0.1,0.1
@MdZubai88439672,0.7892294694438972,0.40673978557586005,0.2,1.0,0.5,2.8,1.8,0.2,0.6
@ilawuae,0.7983123643488195,0.8068955728616037,0.2,1.8,0.0,3.6,3.6,1.3,0.7
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@w5ru,0.7611878625273879,0.0,0.6,0.8,0.1,3.2,1.4,0.0,0.0
@seeeeeedf,0.8670116134145492,0.7219510972984345,1.4,1.6,0.0,4.5,4.5,1.2,0.1
@rossbrannigan,0.5288664776112156,0.37678996390568303,0.6,1.1,0.2,1.8,0.6,0.0,0.1
@WalidRiachy,0.5288664776112156,0.4658392474232361,0.2,0.6,0.0,0.6,0.6,0.0,0.3
@AbdulMa50443863,0.7920317685697057,0.792436790569533,1.8,2.2,0.0,3.2,1.8,0.8,0.7
@Rashid_Alkuwari,0.8036706514015852,0.5222398722127631,1.2,0.6,0.1,3.8,3.8,0.2,0.0
@sabt89,0.7470839770895665,0.3469210182245441,0.2,0.5,0.0,2.7,1.2,0.0,0.1
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@lalshareef,0.7176911080698488,0.6207049850511144,1.0,0.2,0.0,2.2,1.1,0.0,0.0
@_ridz_18,0.4756769663222349,0.792436790569533,0.4,0.5,0.0,1.0,0.5,0.0,0.4
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@hajr__alm,0.7907586934369296,0.7828265255249504,0.2,2.0,0.2,2.9,1.8,0.2,1.0
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@M_UsamaUsufzaE,0.7759887465100499,0.7334998320027682,0.4,1.6,0.0,3.2,1.5,0.2,0.2
@Luluexol10,0.797782173166965,0.8052109974132647,0.8,2.6,0.4,3.5,3.5,0.0,1.0
@albinali_MD,0.8240917140475522,0.6945161422354588,0.2,0.4,0.0,4.1,4.1,0.6,0.1
@kareemnavaz,0.7287106185584935,0.792436790569533,0.0,2.2,0.5,1.7,1.2,0.2,0.6
@ilawuae,0.7983123643488195,0.8068955728616037,0.2,1.8,0.0,3.6,3.6,1.3,0.7
@marrshii,0.6004883262510591,0.31739450135566455,0.0,0.2,0.1,1.7,0.8,0.0,0.2
@haniisaba,0.796599114745521,0.7674214324358889,1.3,1.4,0.6,3.2,3.2,0.4,0.2
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@M_UsamaUsufzaE,0.7759887465100499,0.7334998320027682,0.4,1.6,0.0,3.2,1.5,0.2,0.2
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@3looyRak,0.8008799175144752,0.31739450135566455,0.2,1.2,0.5,3.7,3.7,0.2,0.5
@SelmaGhelichi,0.816204310368583,0.7897432630001835,0.0,2.5,0.5,4.1,4.1,2.3,2.2
@kendrickynan5,0.7967206940193189,0.8288069415530707,0.4,3.3,1.0,3.2,3.3,0.2,1.2
@YousufSab,0.7998362042473794,0.49449072748283696,0.4,0.9,0.0,3.6,3.6,0.6,0.1
@MohiyuddinAli,0.4197222421546159,0.31739450135566455,0.4,0.2,0.0,1.1,0.4,0.0,0.1
@_Zeus_7,0.3912159239072283,0.40673978557586005,1.8,0.6,0.0,1.2,0.4,0.0,0.0
@Amiralisharifii,0.8240917140475522,0.5982419966968565,0.4,1.4,0.0,4.1,4.1,0.2,0.2
@ashir_786,0.8100783815308749,0.8148417533461276,0.8,2.2,0.0,4.0,4.0,2.9,0.6
@kingdebo02,0.4479465575931997,0.4658392474232361,1.2,0.2,0.0,1.0,0.4,0.0,0.0
@ZainulBashar20,0.7967905786038864,0.8035432096295109,0.2,2.3,0.9,2.9,2.9,0.0,1.0
@_lillim,0.9373635156266058,0.8288069415530707,0.2,4.1,1.0,5.0,5.0,4.5,3.2
@arminhamidian,0.7967206940193189,0.8054092120440788,1.0,1.8,0.6,3.3,3.3,0.8,1.2
@YousefAlmarzoo8,0.6763619064808265,0.7089830786080018,0.2,0.6,0.0,2.7,1.0,0.2,0.2
@mahmood_alyarbi,0.7384783166429812,0.2603678379426137,0.6,0.6,0.0,2.1,1.2,0.0,0.2
@shividam,0.8076035454448582,0.40673978557586005,0.1,1.0,0.2,3.9,3.9,1.5,0.4
@LovelyM61136926,0.8670116134145492,0.8421031637823202,0.1,2.4,0.4,4.5,4.5,4.1,2.4
@afshar_korosh,0.816204310368583,0.8082278383974655,0.9,3.1,0.2,4.1,4.1,3.6,1.4
@MiladPourivahab,0.816204310368583,0.8091273704655436,1.0,2.5,0.2,4.1,4.1,2.8,0.8
@Nasimooon,0.8036706514015852,0.5488888157824968,0.2,0.8,0.1,3.8,3.8,1.3,0.2
@EkLovya_kaushik,0.621687023966582,0.43650814830094437,1.2,0.5,0.0,2.3,0.8,0.0,0.2
@muraie,0.30618807248975083,0.5222398722127631,0.2,0.2,0.1,0.6,0.2,0.2,0.0
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@Thesoni00384439,0.7946723107742963,0.8052109974132647,0.8,1.8,0.0,2.2,2.0,0.8,1.4
@AlkaabihamadS,0.8339181685112829,0.6784864269642225,0.8,0.8,0.0,4.2,4.2,0.9,0.2
@ShayanBaig5,0.7384783166429812,0.7674214324358889,0.1,1.5,0.0,2.9,1.2,1.0,0.4
@imAnoop10,0.3912159239072283,0.4658392474232361,0.1,0.6,0.0,1.4,0.4,0.0,0.0
@Delara_rm,0.797782173166965,0.6608500314332488,0.2,1.6,0.0,3.5,3.5,0.8,0.4
@malkindi99,0.8287549877594508,0.28846389695411967,0.0,0.8,0.1,4.2,4.2,0.1,0.2
@alirudgarian,0.797782173166965,0.8052478284119403,0.5,2.2,0.1,3.5,3.5,1.4,1.6
@O_Alkaf,0.7053377817049258,0.40673978557586005,0.2,0.6,0.0,3.5,1.0,0.1,0.2
@AlkaabihamadS,0.8339181685112829,0.6784864269642225,0.8,0.8,0.0,4.2,4.2,0.9,0.2
@seyedmohamad_dn,0.8524047631581662,0.8102129289660348,2.4,3.2,0.3,4.4,4.4,3.8,0.8
@Persian1975,0.8670116134145492,0.8091273704655436,0.0,3.5,0.7,4.5,4.5,3.2,3.6
@Aishaalkhulaifi,0.812935016236137,0.43650814830094437,0.6,0.8,0.0,4.0,4.0,0.3,0.0
@omotoshojr,0.7759887465100499,0.8074910771589409,0.2,2.3,0.2,3.1,1.5,2.3,1.4
@Yoonie_O309,0.4756769663222349,0.5222398722127631,0.6,0.6,0.0,1.3,0.5,0.0,0.2
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@adam_bi_maghz,0.8339181685112829,0.8055586579935085,0.9,2.3,0.2,4.2,4.2,3.0,1.1
@Babar_1986,0.7964100716330078,0.8050029368890766,1.2,1.8,0.2,2.8,2.2,0.1,1.0
@binunair_66,0.3342309004634953,0.37678996390568303,0.2,0.9,0.0,0.4,0.2,0.0,0.2
@juhail_yousef,0.8339181685112829,0.8023863559365568,0.4,0.7,0.0,4.2,4.2,0.2,0.6
@REDManiacsUAE,0.6004883262510591,0.5982419966968565,0.5,0.6,0.0,2.7,0.8,0.0,0.1
@nassra9707,0.8240917140475522,0.6945161422354588,0.2,0.8,0.1,4.1,4.1,0.0,0.0
@Almona91931384,0.816204310368583,0.5742686032713971,0.2,1.0,0.2,4.1,4.1,0.6,0.2
@AbdullahYounnis,0.8036706514015852,0.8055586579935085,1.4,1.0,0.4,3.8,3.8,0.3,0.2
@majidyadollahz1,0.8748575042966269,0.8193478253485871,2.0,3.0,0.2,4.6,4.6,3.4,0.2
@nassra9707,0.8240917140475522,0.6945161422354588,0.2,0.8,0.1,4.1,4.1,0.0,0.0
@Mzamilkashmiri,0.8524047631581662,0.8733944954488508,0.1,3.8,0.4,4.4,4.4,4.2,2.9
@uaeuae424,0.816204310368583,0.8006881983123656,2.2,1.4,0.8,4.1,4.1,0.4,0.2
@Babar_1986,0.7964100716330078,0.8050029368890766,1.2,1.8,0.2,2.8,2.2,0.1,1.0
@nassra9707,0.8240917140475522,0.6945161422354588,0.2,0.8,0.1,4.1,4.1,0.0,0.0
@psrx,0.795728227940139,0.8006881983123656,1.8,1.6,0.1,2.7,2.1,0.2,0.5
@avlakow,0.8457543526336647,0.8068955728616037,1.2,2.9,0.2,4.4,4.4,2.7,0.8
