date,person,translation,.polarity,p/n,Place
Fri Apr 30 15:58:35 +0000 2021,skymierr,What's a girl gotta do to get some flowers? die? c @ Abu Dhabi United Arab Emirates https://t.co/MCQAWYPFnt,0.0,0.0,Abu Dhabi
Fri Apr 30 15:58:37 +0000 2021,ashir_786,@AleenaRao15 Fb,0.0,0.0,Sharjah
Fri Apr 30 15:58:39 +0000 2021,Rashid_Alkuwari,@hn_alneama @VodafoneQatar @OoredooQatar @MOTC_QA 😂,0.0,0.0,Doha
Fri Apr 30 15:58:40 +0000 2021,YaserHaghi,@withFND @ix_shells @creativecodeart 👏👏👏,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 15:58:51 +0000 2021,abedakbari,شرکت نرم‌افزاریSAP آلمان با اقرار به اینکه محصولاتی را به شرکتهای ایرانی فروخته،هشت میلیون یورو جریمه شد.طبق مقررات… https://t.co/AVdPbb2aBH,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 15:58:52 +0000 2021,ba6ny,@nayef965 @fcbarcelona_ara https://t.co/IVZ19OzOtz,0.0,0.0,Sharjah
Fri Apr 30 15:58:56 +0000 2021,RanaaliJaved2,اُس پہ قربان، کہ جس نے تری آواز سنیصدقے اس آنکھ کے، جس نے ترا جلوہ دیکھاﷺ❤,0.0,0.0,Dubai
Fri Apr 30 15:59:00 +0000 2021,Sive_LZ,This niggar never disappoints 😂😂,0.0,0.0,Abu Dhabi
Fri Apr 30 15:59:05 +0000 2021,_AlliaaSK,الجامعه عندهم ان عادي يأجلون لك امتحان اذا كان عندك ثلاثه في نفس اليوم بس ما بيأجلون لو كانو هالثلاث امتحانات ف 24 ساعه,0.0,0.0,أبوظبي
Fri Apr 30 15:59:16 +0000 2021,AmnaHS_,متتترررر ييجيييي ❤️❤️❤️❤️❤️❤️.,0.0,0.0,Fujairah
Fri Apr 30 15:59:16 +0000 2021,majidyadollahz1,@_Faezeh_A 😂,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 15:59:26 +0000 2021,x_sua,مساء الخير 💙',0.0,0.0,أبوظبي
Fri Apr 30 15:59:29 +0000 2021,BIG_HASS,@fo2elsoto7 اخويا حبيبي !!! ✊🏼✊🏼,0.0,0.0,Dubai
Fri Apr 30 15:59:38 +0000 2021,khaleghvey,یومای من ،گذر تو از آن صحرای مادریت تا رسیدنت به این اخم دیرینه آن هم از اعمال خودت ،گویا تورا به همدمی بدل کرده اس… https://t.co/ghvUdPmtRq,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 15:59:39 +0000 2021,teusfaria2,Stay strong. Vai com alma! 🌹 https://t.co/VUbgQyIDeh,0.5416666666666666,0.7333333333333333,Dubai
Fri Apr 30 15:59:42 +0000 2021,mhmamun34gmail1,@Md_Saif1999 ৭১ টিবির সমুদ্র পতিতা-দের মুখে আজ কথা ফুটছে।বাবাদের কথা শুনলে মুখে কুলুপ এঁটে আর হুজুর দেখলে তাদের লালা জরে।,0.0,0.0,Abu Dhabi
Fri Apr 30 15:59:43 +0000 2021,psrx,@Shehnaazloveu @SadSong1 ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0.0,0.0,Dubai
Fri Apr 30 15:59:47 +0000 2021,AbdulMa50443863,@AzkaNoor16 کوئی اور نوکری مل جائے گی ان کا کیا ہے,0.0,0.0,Abu Dhabi
Fri Apr 30 15:59:59 +0000 2021,ZainulBashar20,@Shaista6699 @Rabia_Shah12 Achha Irada hai 👌👌👌👌👌,0.0,0.0,Dubai
Fri Apr 30 16:00:07 +0000 2021,ahmed_elazaiza,🖤🖤 https://t.co/YMO5uXZfTP,0.0,0.0,Dubai
Fri Apr 30 16:00:18 +0000 2021,iamblonagnes,Happy birthday to an amazing kind lovely gorgeous sweet intelligent courteous humble and 22 year old young l… https://t.co/jEwYHXFTvx,0.44999999999999996,0.7272727272727274,Doha
Fri Apr 30 16:00:25 +0000 2021,iamblonagnes,Many happy returns of the day @KissesDelavin ! #DonKiss | #DonKissFam #KissesDelavin https://t.co/VL0SAaN58q,0.75,0.75,Doha
Fri Apr 30 16:00:25 +0000 2021,Na_kro_,May I rt your Pinned Tweet?,0.0,0.0,Ajman
Fri Apr 30 16:00:28 +0000 2021,Awwriiyyoo,https://t.co/DEPdKRuT8W,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:00:37 +0000 2021,MOHAMED92174188,اللهم اشف عمي يا رب العالمين https://t.co/r5yAU4xMOO,0.0,0.0,الفجيرة
Fri Apr 30 16:00:38 +0000 2021,Bilal__Ali2,عظم الله حزنهموأكثر من عزائهم وعذب الله ميتهموادخلهم جهنم خالدين فيها  اللهم كما أنعمت أتم اللهم لك الحمد حتى… https://t.co/n33GbqN3MW,0.0,0.0,الدوحة
Fri Apr 30 16:00:38 +0000 2021,Mohamed80972165,@latifaalkaabi 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.0,0.0,أبوظبي
Fri Apr 30 16:00:48 +0000 2021,koki_saleem,#casco #Parrot #colorful https://t.co/aHNGTAADBa,0.3,0.4,Doha
Fri Apr 30 16:00:52 +0000 2021,bastaki1976,@Sami22Sami2 قوية الصراحة,0.0,0.0,Dubai
Fri Apr 30 16:01:00 +0000 2021,MdZubai88439672,@JameelA99391497 Beautiful,0.85,1.0,Abu Dhabi
Fri Apr 30 16:01:01 +0000 2021,yaqoobalattar,@Abualfawarss123 @manieali ولا يبدي أي استنكار لاطلاق الحوثيين الصواريخ المفخخة على المملكة ..وماذا تنظر من هذا البهائي؟؟,0.0,0.0,عجمان
Fri Apr 30 16:01:09 +0000 2021,MdZubai88439672,@JameelA99391497 Amazing,0.6000000000000001,0.9,Abu Dhabi
Fri Apr 30 16:01:13 +0000 2021,ilawuae,قانون في دقيقة - الموسم ٢ - الحلقة ١٨ - لا جريمة إلا بنص - المحامي إبراهيم الحوسنيشاركنا بتعليقك لطرح أسئلتك واست… https://t.co/KnSh9uKoVK,0.0,0.0,Ibrahim AL Hosani Legal Services
Fri Apr 30 16:01:20 +0000 2021,ZainulBashar20,@iSadia0 @Rabia_Shah12 AV tak to aisi koi biscuits Nahi Bani hai es duniya me Jo doob k waps ajaye,0.0,0.0,Dubai
Fri Apr 30 16:01:20 +0000 2021,w5ru,@joe_hattab أفضل يوتيوبر العرب والله ♥️♥️♥️👏🏻,0.0,0.0,Kingdom of Saudi Arabia
Fri Apr 30 16:01:29 +0000 2021,seeeeeedf,@homoodalkhatri شكرا لك استاذي 🌺,0.0,0.0,الباطنة
Fri Apr 30 16:01:34 +0000 2021,rossbrannigan,#cardio #peakzone https://t.co/ayLn0zaaeW,0.0,0.0,Al Maryah Bridge-4
Fri Apr 30 16:01:42 +0000 2021,WalidRiachy,@MMCrypto Opening a position ?,0.0,0.0,Dubai
Fri Apr 30 16:01:43 +0000 2021,AbdulMa50443863,@AzkaNoor16 ان کے لیے تو یہ بستیاں سجائی گئی ہیں,0.0,0.0,Abu Dhabi
Fri Apr 30 16:01:45 +0000 2021,Rashid_Alkuwari,جوالك ٥ جي؟تبي تتصل فيس تايم ؟ ❌تبي تتصل واتساب كول فيديو او صوت؟ ❌تبي تشغل هاوس بارتي ؟ ❌تبي تسوي بث مع ربعك ف… https://t.co/l3QBm46vNu,0.0,0.0,Doha
Fri Apr 30 16:01:48 +0000 2021,sabt89,شاغلٍ   فكري   بنظراتهوالسحر في خزّت عيونه . .,0.0,0.0,Dubai
Fri Apr 30 16:01:52 +0000 2021,ZainulBashar20,@Rabia_Shah12 insha'Allah jarur,0.0,0.0,Dubai
Fri Apr 30 16:01:55 +0000 2021,lalshareef,@Forsan_UAE آمين ثم آمين 🙏🏼🇦🇪♥️,0.0,0.0,Dubai
Fri Apr 30 16:01:56 +0000 2021,_ridz_18,@MJChartData wish I can join 😩,0.0,0.0,Dubai
Fri Apr 30 16:01:58 +0000 2021,ashir_786,@AleenaRao15 🥺,0.0,0.0,Sharjah
Fri Apr 30 16:01:59 +0000 2021,hajr__alm,هل يهال مشكله افطر افطر,0.0,0.0,Abu Dhabi
Fri Apr 30 16:02:00 +0000 2021,jen_f6,الحمدلله 🤍,0.0,0.0,Ajman
Fri Apr 30 16:02:04 +0000 2021,ZainulBashar20,@Rabia_Shah12 Yes,0.0,0.0,Dubai
Fri Apr 30 16:02:04 +0000 2021,M_UsamaUsufzaE,@nimmzi 😂😂😂😂 yeah i know,0.0,0.0,Dubai
Fri Apr 30 16:02:08 +0000 2021,Luluexol10,Iranian EXOL's promis you @mahsaasmilebbh @weareoneEXO @B_hundred_Hyun@layzhang https://t.co/qqqieV5llc,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:02:13 +0000 2021,albinali_MD,بما انكم فطرتوا من رزق الله ..عندي لكم سؤال محيرنيالحين ليش القطري ان سافر أوروبا لازم فيزا ، وبعض الناس بدون فيزا 🙄,0.0,0.0,الدوحة
Fri Apr 30 16:02:13 +0000 2021,kareemnavaz,@mkstalin @arivalayam This is how political leaders must take proactive actions to safe guard people's interest. Well done Stalin Ji.,0.25,0.3,Abu Dhabi
Fri Apr 30 16:02:13 +0000 2021,ilawuae,Law in a Minute - Season 2 - Episode 18 - No Crime Without A Scripted Mention - Lawyer Ibrahim Al HosaniShare yo… https://t.co/FzRRcCBvCt,0.0,0.0,Ibrahim AL Hosani Legal Services
Fri Apr 30 16:02:20 +0000 2021,RTOblivion,@chinitohot69 ❤️🧡💛💚💙💜🤍,0.0,0.0,Dubai
Fri Apr 30 16:02:21 +0000 2021,marrshii,Banoffee Pie ✨🤍 https://t.co/750WK2TwK2,0.0,0.0,Ajman
Fri Apr 30 16:02:23 +0000 2021,haniisaba,@kanaan216 🇱🇧🌷🙏,0.0,0.0,أبوظبي
Fri Apr 30 16:02:34 +0000 2021,ZainulBashar20,@Rabia_Shah12 Ryt apko samajh bahut jaldi agya hai,0.0,0.0,Dubai
Fri Apr 30 16:02:38 +0000 2021,M_UsamaUsufzaE,@ftmysn17 Dn,0.0,0.0,Dubai
Fri Apr 30 16:02:46 +0000 2021,majidyadollahz1,@Maryamiiill قبل اینکه عکسو باز کنم فک کردم کلا چیز دیگه اییه با این ظاهر😂خودت ببین عاخه https://t.co/Wak043GCQy,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:02:46 +0000 2021,3looyRak,@eisa_alsuwaidi وهذا وين؟  محامي ويكذب على المتابعين,0.0,0.0,رأس الخيمة
Fri Apr 30 16:02:48 +0000 2021,SelmaGhelichi,Just posted a photo @ گنبد کاووس Gonbad-E Kavous https://t.co/YlR5fvQSIk,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:03:00 +0000 2021,kendrickynan5,Satwa area... alam mo na! Whose up?  😅,0.0,0.0,Dubai
Fri Apr 30 16:03:10 +0000 2021,YousufSab,بيكثروا أولاد الحرام عجب🌚,0.0,0.0,Al Dakhiliyah
Fri Apr 30 16:03:10 +0000 2021,MohiyuddinAli,#انصاف_کا_قتل_عام_نامنظور,0.0,0.0,Abu Dhabi
Fri Apr 30 16:03:26 +0000 2021,_Zeus_7,@Oladimeji_Edu Even God forgives usWho are you not to???,0.0,0.0,Sharjah
Fri Apr 30 16:03:27 +0000 2021,Amiralisharifii,@rezvan_1001 @Dehghanmedia,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:03:29 +0000 2021,ashir_786,@AleenaRao15 September ❤️‍🔥🙊🐣,0.0,0.0,Sharjah
Fri Apr 30 16:03:31 +0000 2021,kingdebo02,@olaoluwa_biodun @harrisonJNIOR @mrinfallible001 I can't laugh bro! This twitter na Cruise,0.375,0.1,Dubai
Fri Apr 30 16:03:32 +0000 2021,ZainulBashar20,@Rabia_Shah12 AV bahut kuchh dekhana Baki hai,0.0,0.0,Dubai
Fri Apr 30 16:03:37 +0000 2021,_lillim,@AwmirY خلاصه که من اصلا از این شرایط راضی نیسم 😐😂,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:03:46 +0000 2021,arminhamidian,Just posted a video @ Iran https://t.co/86AxpWUCO1,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:03:49 +0000 2021,YousefAlmarzoo8,يالله نطير 😅 https://t.co/CrMfj4h8Jg,0.0,0.0,Dubai
Fri Apr 30 16:03:54 +0000 2021,mahmood_alyarbi,من أكثر اللقاءات إلهاماً مع سمو الأمير محمد بن سلمان أعجبني تطلعاته، وشفافيته، ودقته وسرده الواقعيالاوضاع الراهن… https://t.co/tgoo4hMvVM,0.0,0.0,Al Batinah
Fri Apr 30 16:04:01 +0000 2021,shividam,@hozheir @kambizhosseini @joinClubhouse کامبیز و انتخاب کن اسحاقوجواب کن,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:04:04 +0000 2021,LovelyM61136926,https://t.co/uyF5qVfUQe,0.0,0.0,Abu Dhabi
Fri Apr 30 16:04:06 +0000 2021,TalebiiPedram,@Mmr__Dev یاسوج هست,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:04:18 +0000 2021,afshar_korosh,@mi9mino چشم های کیری https://t.co/pIhx7rYNpb,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:04:30 +0000 2021,MiladPourivahab,در کنار رفیق سی ساله‌أم فرهادیه دوچرخه سواری باحال و سرعتی@farhadsj https://t.co/Vuk6Td8RzF,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:04:34 +0000 2021,Nasimooon,@B612Leili اینجا هوا سالمه فقط ابری بود هوای بد تهران رو تداعی می‌کرد.,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:04:49 +0000 2021,EkLovya_kaushik,🙏Superhero,0.0,0.0,Abu Dhabi
Fri Apr 30 16:04:54 +0000 2021,muraie,@jeandianne28 Hahaha! Come over!,0.3125,0.4,Dubai
Fri Apr 30 16:05:00 +0000 2021,majidyadollahz1,وسط اینهمه رابطه های دو روزه و بی سرو ته یکم عشق واقعی و حال خوب کن ببینیم: https://t.co/ov1PEsTRpz,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:05:06 +0000 2021,Thesoni00384439,Congratulations president elect kyagulanyi ssentamu Robert.Welcome back from Duwa you have showed oneness and toge… https://t.co/4aMnaE0yAp,0.4,0.45,Ajman
Fri Apr 30 16:05:09 +0000 2021,TalebiiPedram,@Hosseintudar1 @Mina_rn7 😂😂,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:05:10 +0000 2021,xleavemeaIone,@lola43568478 جربي تشربي كولا قبل الفحص,0.0,0.0,Eastern
Fri Apr 30 16:05:21 +0000 2021,AlkaabihamadS,@x90x444 اللي يسوق يفكر وين القير والكلش والبريك والا صار خلاص عشش في الراس!! اللي يعد بعده احتمال جديد بقراطيسه من… https://t.co/HaXWiG4ZGV,0.0,0.0,Abu Dhabi
Fri Apr 30 16:05:22 +0000 2021,ShayanBaig5,@espresso__o Ok done😂,0.5,0.5,Abu Dhabi
Fri Apr 30 16:05:33 +0000 2021,imAnoop10,@FCBarcelona Wasted golden opportunity 🤦,0.04999999999999999,0.25,Doha
Fri Apr 30 16:05:45 +0000 2021,Delara_rm,@Alifarhadi1999 :)))) وی آر ایمورتال🔥,0.5,1.0,Islamic Republic of Iran
Fri Apr 30 16:05:46 +0000 2021,malkindi99,ربي سامحني ان ألحقت الأذى بأحد 🙌🏻,0.0,0.0,الداخلية
Fri Apr 30 16:05:52 +0000 2021,alirudgarian,@itsm7513 چنتاشو دیدم اینجوری بود,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:05:57 +0000 2021,O_Alkaf,@Kuwaity__7r كفايه ان الكويتي يوم يسافر برع يقولهم am from dubai عشان يسووله سالفه 🤣🤣,0.0,0.0,Ajman
Fri Apr 30 16:05:58 +0000 2021,AlkaabihamadS,@Poet_r_alnaqbi حبيت اشاكسك بو سنيده https://t.co/34Q5mEOiVP,0.0,0.0,Abu Dhabi
Fri Apr 30 16:06:09 +0000 2021,seyedmohamad_dn,@s_reza22_ سلام اللهم صل علی محمد وال محمد وعجل فرجهم,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:06:10 +0000 2021,Persian1975,@ViaBTC @cctip_com @2mo6093 @latifiamir5891 @VahidGoudarzi4 🤪,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:06:21 +0000 2021,Aishaalkhulaifi,@D_A_B_I_A والأعجب ان اللي معاهم يصيرون مثلهم💥 تحسين ان أماكن العمل تصبح بدون مروءة🤔 ويدافعون عن الباطل ⚙️ عجلة تجر بعضها بعضاً وفساد يتوالد,0.0,0.0,Doha
Fri Apr 30 16:06:22 +0000 2021,Na_kro_,Someone: Tum itne cute kyu ho ..?Me: https://t.co/eF71filhiE,0.5,1.0,Ajman
Fri Apr 30 16:06:27 +0000 2021,omotoshojr,@Eemmy1503 @eezzibillions @SirEdemm Are you normal so he dey play FIFA with DPO right....if hand touch him he will say truth,0.15,0.6499999999999999,Sharjah
Fri Apr 30 16:06:30 +0000 2021,Yoonie_O309,Understood.,0.0,0.0,Dubai
Fri Apr 30 16:06:34 +0000 2021,majidyadollahz1,@_zwhra_ حالا پلنگا یه عطسه بذارن چند هزار فاکینگ فیو میخوره,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:06:40 +0000 2021,adam_bi_maghz,تو سریال #یاور نشون میده زن توسری خور زن ایده آل,0.0,0.0,جمهوری اسلامی ایران
Fri Apr 30 16:06:49 +0000 2021,Babar_1986,بچھا لو صفِ ماتم تم اپنے آنگن میں کہ بس لٹنے والا ہے چمن اُمِ ابیھاؑ کا#شب_ضربت_مولاعلیؑ#شہادت_حیدر_کرارؑ https://t.co/3aWmV76ae5,0.0,0.0,Sharjah
Fri Apr 30 16:06:51 +0000 2021,binunair_66,@Ras_hmi_Tweet Its now open in Gujarat since today. What's the status in Kerala https://t.co/Uc6lzHh4sM,0.0,0.5,Dubai
Fri Apr 30 16:06:52 +0000 2021,juhail_yousef,@A_S_A_Alothman الي جذي لا تنتظر منه شي لأنه #ببغاء ويردد ما تبرمج عليه فقط وماراح يستوعب الي تقوله#المتبرمجين_علميا#الصحويين_الجدد,0.0,0.0,Dubai
Fri Apr 30 16:06:56 +0000 2021,REDManiacsUAE,@MUSCIRAQ 😍,0.0,0.0,Abu Dhabi
Fri Apr 30 16:07:00 +0000 2021,nassra9707,@kadwi69 هذي روحك العظيمة أستاذنا 🌹,0.0,0.0,البريمي
Fri Apr 30 16:07:00 +0000 2021,Almona91931384,أكرمج الله يا راعية الكرم والطيب ♥️🌹♥️ https://t.co/MBlagqp5Mp,0.0,0.0,Sharjah
Fri Apr 30 16:07:04 +0000 2021,AbdullahYounnis,"الشيخ #زايد_بن_سلطان آل نهيان ""طيب الله ثراه"" نجح في تحويل العمل الإنساني في دولة #الإمارات إلى أسلوب حياة وسلوك حض… https://t.co/kyp7Wklari",0.0,0.0,Abu Dhabi
Fri Apr 30 16:07:07 +0000 2021,majidyadollahz1,@hiwa_76 😂😂😂والا,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:07:11 +0000 2021,nassra9707,@chimistry007 @nmaa4070 @Gardensthought 🌹,0.0,0.0,البريمي
Fri Apr 30 16:07:12 +0000 2021,Mzamilkashmiri,#Be_confident_on_the_inside #and_humble_on_the_outside#then_you_will_learn_to_get #on_with_life_without_conflict… https://t.co/ZmILvTwlkp,0.0,0.0,Dubai
Fri Apr 30 16:07:15 +0000 2021,uaeuae424,اللهمّ ارحم من كانُ أباً لشعبه قبل أن يكون قائداً، اللهمَ إن الشيخ  #زايد_بن_سلطانّ أكرمنا في الارض فأكرمه بالفردو… https://t.co/P5KOqcAp5l,0.0,0.0,أبوظبي
Fri Apr 30 16:07:18 +0000 2021,Babar_1986,افسوس مصلّے پہ لہو تیرا بہایا 💔😭 https://t.co/yowQzTgrew,0.0,0.0,Sharjah
Fri Apr 30 16:07:18 +0000 2021,nassra9707,@TxSJMoTfMh3s25o @nmaa4070 @Gardensthought 🌹,0.0,0.0,البريمي
Fri Apr 30 16:07:21 +0000 2021,psrx,@celebritytadkaa Our Talented Singer Shehnaaz Kaur Gill #ShehnaazGill #Shehnaazians #ShineFam ♥️✨❤️,0.7,0.9,Dubai
Fri Apr 30 16:07:29 +0000 2021,avlakow,@davood_villa آره دیگه 🚶‍♀️,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:07:34 +0000 2021,Nasimooon,@negamara81 یاخدا:)) من فکر می‌کنم فامیل ما عتیقه بوده که همیشه آخر مهمونیا با انگشت بالا می‌آورد آخرش زخم معده گرف… https://t.co/GYNMjnBhzN,0.5,1.0,Islamic Republic of Iran
Fri Apr 30 16:07:38 +0000 2021,Salwa_alzarouni,@5aairr الله بحصل فلوس من وراج لازم ابلغ,0.0,0.0,Sharjah
Fri Apr 30 16:07:38 +0000 2021,Apurba42095853,Any type of air conditioning repair and maintenance available technician. Call- 31052939 https://t.co/3dre0RGWG5,0.4,0.4,Doha
Fri Apr 30 16:07:46 +0000 2021,majidyadollahz1,@neeggaar 😂میدونه به کی پیشنهاد بده زرنگه,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:07:46 +0000 2021,HUSSns7,@moe_davinci_ الاحتفال في عجمان,0.0,0.0,Sharjah
Fri Apr 30 16:07:50 +0000 2021,mojtabach,@itsoheyl در حد رد کردن غروب جمعه اوکی‌ بود:)),0.5,1.0,Islamic Republic of Iran
Fri Apr 30 16:08:02 +0000 2021,SamWatson__,Easter 2017 with Bessie the Range Rover up near the Nepal-China border high in the Himalayas@LandRover_UK… https://t.co/WnHNLtkOGD,0.13,0.47,Dubai
Fri Apr 30 16:08:04 +0000 2021,shmr80,@Noor5892 أمين يارب,0.0,0.0,الشارقة
Fri Apr 30 16:08:05 +0000 2021,MorseNikka,@jeandianne28 Wala pa ako nakita madam yan pa lang,0.0,0.0,Abu Dhabi
Fri Apr 30 16:08:11 +0000 2021,AnasIbrahim_,💀 https://t.co/2CV4nITbRH,0.0,0.0,Dubai
Fri Apr 30 16:08:11 +0000 2021,MuyiMyghty,Happy Birthday 🎊🎂🎈🎁🎉 @_thisisbeatrice     You are beautiful,0.825,1.0,Dubai
Fri Apr 30 16:08:13 +0000 2021,2FH7x3eIILfo5EJ,@tfseer34 خيرها بغيرها,0.0,0.0,أبوظبي
Fri Apr 30 16:08:20 +0000 2021,HosseinImani74,@Hanieh_Hastam آقای بالا سرش 😍,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:08:23 +0000 2021,ABZalobeidli,@Mistygon_ Ez immortal,0.0,0.0,Abu Dhabi
Fri Apr 30 16:08:24 +0000 2021,Babar_1986,وہ ایک چراغ بھی کوفہ میں ہوگیا خاموشجلا تھا کعبہ میں جو حق کی روشنی کے لئے https://t.co/UNRzsNTqZ5,0.0,0.0,Sharjah
Fri Apr 30 16:08:28 +0000 2021,RaminBehrad,Just posted a photo @ Tehran Iran https://t.co/R2wCZhCXx3,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:08:29 +0000 2021,MorseNikka,@_rtpf Hahahahahhaha taraaa babae laki unta hahaha charot,0.2,0.4,Abu Dhabi
Fri Apr 30 16:08:34 +0000 2021,alexsoto1274,وعوفي قلبه#تحبببب_ااالعفوووو_فاعفففف_عناااااsAN,0.0,0.0,Kingdom of Saudi Arabia
Fri Apr 30 16:08:34 +0000 2021,cammim22,اللهمَّ مُسبغَ العَطاءِ، مُسبلَ الغِطاءِ، مُعطي النّعمِ؛ أدِم نِعمك علينَا واحفظها من الزّوال.#تحبببب_ااالعفوووو_فاعفففف_عنااااا0bL,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:35 +0000 2021,juanpena_07,في هونج كونج#تحبببب_ااالعفوووو_فاعفففف_عناااااvb4,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:36 +0000 2021,TopRosario,الحمدلله الذي بلغنا رمضان حتى يبلغ الحمد منتهاه،#تحبببب_ااالعفوووو_فاعفففف_عناااااGOh,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:37 +0000 2021,casetael5pino,وحلالا طيبا#تحبببب_ااالعفوووو_فاعفففف_عناااااNwO,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:38 +0000 2021,PipuAndLala,أديبة: ظريفة كاتبة المتعلمة المهذبة الأديبة#تحبببب_ااالعفوووو_فاعفففف_عناااااHM7,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:39 +0000 2021,majidyadollahz1,@curlymoana_ https://t.co/yzyPZBhmYX,0.0,0.0,Islamic Republic of Iran
Fri Apr 30 16:08:39 +0000 2021,yackiepr28,غياث : المنجد المغيث#تحبببب_ااالعفوووو_فاعفففف_عناااااwDG,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:40 +0000 2021,Nairdlr,واجعل قبورهم  روض من رياض الجنه#تحبببب_ااالعفوووو_فاعفففف_عناااااO1g,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:41 +0000 2021,lobosbeis,لعل حكمة الله قدّرت لك التعثر.. لتختار طريقًا آخر خُبئت فيه سعادتك#تحبببب_ااالعفوووو_فاعفففف_عناااااwFO,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:42 +0000 2021,franklin_o21,واستجابة للدعوات#تحبببب_ااالعفوووو_فاعفففف_عناااااVfI,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:43 +0000 2021,TabEnter09,لم يأخذ منّآ إلآ لِيعطينآ#تحبببب_ااالعفوووو_فاعفففف_عناااااqyE,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:44 +0000 2021,MystikMalik,بان: نوع من أنواع النباتات ذات الزهر الأبيض والرائحة الزكيّة.#تحبببب_ااالعفوووو_فاعفففف_عناااااiwP,0.0,0.0,Kingdom of Saudi Arabia
Fri Apr 30 16:08:44 +0000 2021,shxama7,@fatmakhaliid @khuloodmhmd جات جات,0.0,0.0,Abu Dhabi
Fri Apr 30 16:08:45 +0000 2021,yukom28,الباعث: باعث الرسل إلى الناس وباعث الموتى من القبور وباعث الحياة كلها#تحبببب_ااالعفوووو_فاعفففف_عناااااgBw,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:46 +0000 2021,alefigrod,ولسانا ذاكرا#تحبببب_ااالعفوووو_فاعفففف_عناااااyt4,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:47 +0000 2021,wayne_wealth,Even with your small accounts  you can join our #100pipsADay daily target 🎯 and make at least 100$ daily  500$ we… https://t.co/wDVjEhJZ5S,-0.1375,0.2,Dubai
Fri Apr 30 16:08:47 +0000 2021,DenilLeonel,وسيم : حسن الشكل#تحبببب_ااالعفوووو_فاعفففف_عناااااgLw,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:48 +0000 2021,michii_lautner,ﻭﺍﻥ ﺍﻋﻤﻞ ﺻﺎﻟﺤﺎ ﺗﺮﺿﺎﻩ#تحبببب_ااالعفوووو_فاعفففف_عنااااا39b,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:49 +0000 2021,ARACELYS_APONTE,قال: لِمَنْ أَطَابَ الكَلامَ، و أَطْعَمَ الطَّعَامَ ،#تحبببب_ااالعفوووو_فاعفففف_عنااااا96p,0.0,0.0,Reino de Arabia Saudi
Fri Apr 30 16:08:50 +0000 2021,ernestopc1234,رانسى: اسم غزال، ويقال اسم نهر أيضاً.#تحبببب_ااالعفوووو_فاعفففف_عنااااا15p,0.0,0.0,Reino de Arabia Saudi
